singer,num_song,meanthumb,meansenti
Vhana,1,2409.0,0.285714285714
LhoU,1,3359.6,0.0421991341991
Lady GaGa,3,2722.77777778,-0.0268518518518
井柏然,1,2251.0,0.152046783626
Kisum,1,1562.0,0.222222222222
人衣大人,1,1899.5,0.058823529412
キクチリョウタ,1,3783.61538462,0.00348497656186
三亩地,2,5195.26666667,0.134116809117
"Earth, Wind & Fire",1,1629.0,0.0
佐倉綾音,2,2971.25,-0.075
天府音乐CDREV,2,2504.75,-0.0142195811551
Mono Inc.,2,1953.5,0.125
Lana Del Rey,16,4963.00980392,0.0465306600708
羽果,1,1869.0,-0.027027027027
刘俊男,1,2699.0,0.0
何润东,1,4429.0,0.0
Cajsa Siik,1,3981.5,0.0
HAZZY,1,2458.66666667,0.0387205387206
珊爷,1,1970.66666667,-0.194444444444
Ulli Bögershausen,1,2189.0,0.0
CMA,1,2676.5,-0.053125
Jesse Cook,1,1922.0,0.0
佐藤史果,1,3341.0,0.180555555556
汤子星,1,2801.8,0.0844444444444
M3,1,1946.0,0.0555555555556
Dave Erpson,3,1783.66666667,0.0416666666667
李克勤,18,4480.03703704,0.0424240128747
Aimee Allen,2,1903.0,-0.079861111111
Simple Plan,3,3767.75,0.0922619047619
BaeChiGi,1,3732.2,0.160476190476
品冠,1,1872.0,0.25
邱有句,2,2773.77777778,0.235655496767
张萌,1,1748.0,0.0714285714285
黄英华,10,4242.63636364,0.0370678452173
Howard Shore,3,2704.15384615,0.0806176215425
敏雅,2,1791.0,0.0
Jenny March,1,1835.0,0.25
只有影子,1,5440.77777778,0.0438169286854
颜小健,1,2320.5,-0.0833333333335
M2M,2,8386.4,0.033782509051
孙耀威,2,5936.9,0.0877777777778
White Sea,1,1843.0,0.2
Madilyn Bailey,7,5881.83333333,0.0484845754712
Parker Millsap,1,4369.66666667,-0.141025641026
Rie fu,2,4521.22222222,0.032138047138
ピコ,1,2324.66666667,0.0666666666667
Sweety,1,5605.77777778,0.0455569542257
Lauren Aquilina,1,2503.0,0.0384615384616
宇宙少女,1,1903.5,0.195075757575
满舒克,4,3056.66666667,0.0531783230709
沈小岑,1,4941.1,-0.0103535353536
梦洛伊,1,2075.0,0.333333333333
北京室内男声合唱团,1,5689.61538462,0.0538929131472
Daria,1,6906.875,0.0390625
梁栋江,1,5029.16666667,0.181517991812
Darin,4,9797.56,0.0391015613164
Alexx Mack,1,3337.0,0.164814814815
闫东炜,8,5256.54545455,0.0351811882268
Leon Else,2,4756.5,0.12481884058
愚青,1,3898.25,0.0297747055811
Joy Williams,1,3928.0,-0.111111111111
三輪学,7,3643.06060606,0.0230726532974
吃素的狮子,2,3847.8,0.0367135642135
Simon D,3,3341.29411765,0.105782340783
Antonín Dvořák,1,2650.75,-0.0625000000001
Redbone,1,4375.75,0.128661616162
甘萍,1,1668.0,0.0
Steve Barakatt,1,2114.5,0.181818181818
林俊杰,55,5847.19631902,0.0585598859804
Michael Jackson,12,5123.83544304,0.0374355803552
子曰秋野,1,1836.0,0.00709219858157
Dimitri Vegas,1,3137.33333333,0.0
Aimer,19,5487.87128713,0.0780562397464
Astronomyy,1,2537.0,0.0333333333333
FatKan,1,3910.6,0.0203488372093
Vitamin String Quartet,5,4271.68181818,0.0528439638319
小田和正,2,2638.6,0.286111111111
贾玲,2,4789.70588235,0.08675087733
Hardcrazy,1,2051.0,-0.0526315789474
矢泽妮可,1,1615.0,0.0
MJ,1,3341.5,-0.0136904761905
TroyBoi,6,2293.76923077,0.03663003663
Travis,2,7427.6,0.0946702091768
王蓝茵,1,11142.2666667,0.113355132522
Alexander The Phatos,1,1717.0,0.111111111111
邵容,1,2215.0,0.016393442623
小野早稀,1,1581.0,0.166666666667
Richard Sanderson,1,4026.16666667,-0.0231304270777
张楚,2,3354.3,0.0574956866804
Nils Bech,1,4444.0,-0.12
夏川りみ,1,1932.5,0.0416666666667
Philter,4,3012.0,-0.0137826541275
Rabpit,3,2740.71428571,-0.0124716553287
中央民族乐团,4,1765.42857143,0.0367046419909
戴爱玲,2,4026.92307692,0.155747030747
ケツメイシ,1,1709.0,0.230769230769
阿金,1,2569.33333333,0.107142857143
宇桐非,2,2601.83333333,0.0632706415899
Giulia,2,6210.0,0.0871579400991
崔姨母,1,3118.5,0.115656146179
MEMELOME,1,1532.0,0.0
As the Stars Fall,3,3152.88235294,0.00303231721932
"Fear, and Loathing in Las Vegas",1,4657.14285714,-0.0104493207941
香香,2,3249.6,-0.0205738705739
GEMINI,1,6240.5,0.069708994709
Maybeshewill,1,1825.0,-0.0434782608696
Within Temptation,2,1930.0,0.088888888889
上原れな,1,2717.0,0.146787423103
黑钻石,1,2365.0,-0.111111111111
Joni,1,2574.0,0.25
王宝,1,3640.5,0.0
麦家瑜,1,2332.66666667,-0.0222222222222
Samsara,1,1597.0,-0.35
范逸臣,2,6538.75,0.0897229114971
Masta Wu,1,2120.33333333,-0.0809523809524
陈百强,4,7452.44444444,0.019834977382
左卡乐队,1,2088.5,0.190909090909
古巨基,15,4378.30232558,0.0593880301433
张过年,2,3357.0,0.0833333333332
宋旻浩,6,3516.79411765,0.0628246939547
西川貴教,2,2108.4,0.0413333333334
Followed By Ghosts,1,2212.0,0.0
肥皂菌,1,2032.0,0.140740740741
angela,1,2661.0,-0.04
以冬,5,8371.21621622,0.0657717370361
Milky Chance,1,2806.0,0.0714285714286
Rufus Wainwright,1,1513.0,0.166666666667
语奕儿,1,2176.33333333,0.047619047619
水瀬いのり,3,3722.78947368,0.0414529486409
カスタマイZ,1,10042.2,0.0234894091416
阿睿凌霓剑裳,1,3611.0,0.00583791208789
Fatal Force,1,4188.25,0.185897435898
中恵光城,1,1870.0,0.025
郁冬,1,1772.0,0.0487804878049
Adie,1,1535.0,0.0
陈晓,1,2789.6,0.132142857143
October,2,7875.06666667,0.161675451513
银临,12,7338.65517241,0.0443426820795
Bang Gang,1,5629.0,0.0
Jason DeRulo,5,2665.57142857,0.00974025974031
38BEETS,1,2931.75,0.108173076923
Eva,1,3641.66666667,-0.0141414141413
최낙타,1,3163.5,0.0405405405406
Fréro Delavega,1,3527.33333333,0.0444444444443
Supper Moment,1,1531.0,0.2
加賀谷玲,1,2925.0,0.0185185185185
1022女声,2,3057.875,0.107489508041
张敬轩,28,5024.25510204,0.045941368643
崔子格,2,6927.2,0.0681818181818
伍思凯,1,3048.6,0.136427432217
Iggy Azalea,5,2819.3,-0.0479679144385
savior,3,2555.77777778,0.0283068783069
赵烁,1,4533.0,0.036993247961
SNH48,2,1682.5,0.333333333333
张渠,1,2096.0,0.2
chelly,1,2302.0,0.0769230769231
日本ACG,1,2759.75,-0.00505050505047
Peppermoon,1,2088.0,-0.291666666666
ナオト・インティライミ,1,2075.0,-0.111111111111
Eric Nam,2,1539.0,0.081501831502
Boots Randolph,1,7248.18181818,0.076048951049
龙梅子,1,3944.25,0.0458333333332
中央人民广播电台少儿合唱团,1,1905.5,0.048076923077
智珉,2,3051.33333333,0.0525276216066
To Be Frank,2,3185.6,-0.0142784992785
Rosie Thomas,1,7779.0,0.0831673410105
黄致列,1,2876.2,0.130476190476
萧忆情,2,2859.33333333,0.0285714285715
妖精帝國,1,2086.0,0.0
Klaus Badelt,2,5252.55555556,-0.00749158249161
Happy Days,1,3668.25,0.161695906433
Leessang,1,2407.33333333,0.0
林奕匡,1,3677.5,0.058823529412
W.K.,1,3126.16666667,0.141666666667
Virtual Riot,4,6622.72727273,0.125977810069
Daveed,1,4388.28571429,0.0600907029478
Wankelmut,1,1856.0,0.0
Alan Walker,26,13870.3825503,0.0309096533721
Anly,2,2710.75,0.0701754385964
League of Legends,10,5407.30769231,-0.0163022582452
王继阳,1,2602.33333333,0.0555555555557
Silver Screen,2,2680.8,-0.0666666666666
Rob Simonsen,1,2650.0,0.104166666667
Nigel Silin,2,7094.72727273,-0.0100848712691
智妍,1,1703.33333333,0.0640522875816
毕书尽,1,2010.0,-0.0285714285714
刘昰,1,3001.0,-0.047619047619
班得瑞,9,5324.56097561,0.0356208753132
张国荣,49,5169.01428571,0.0658439307918
The Tumbled Sea,4,3403.26666667,0.0810457768352
The Gregory Brothers,1,2226.0,0.0185185185185
Nadan Music,1,1505.0,-0.0909090909091
Liva K,1,2398.0,0.0
makegumi,2,2282.25,0.05
Iron & Wine,1,3728.28571429,0.0842972816657
Grant-Lee Phillips,1,2685.66666667,-0.0416666666667
ゆう十,1,3287.8,0.120833333333
Kae Sun,1,2398.0,-0.0125
萌萌哒天团,1,4117.14285714,0.139826839827
Taylor Swift,11,4548.58441558,0.0656129113336
Redfoo,1,5379.5,0.0397727272727
费翔,2,2970.2,0.0244798041616
leegof,1,2730.0,0.0660919540229
Goonies Never Say Die,1,1575.0,0.0526315789474
Ummet Ozcan,2,3262.2,0.0666666666666
老虎欧巴,1,3844.625,0.0982017082016
Tristam,1,3421.25,-0.125
刘星,1,1908.0,0.0
FOLDin,1,4787.5,0.063244047619
田馥甄,4,4189.05263158,-0.00146825396828
MxsTones,1,1546.0,0.0
ONE☆DRAFT,1,3969.0,0.113157894737
Meg Myers,1,3201.66666667,0.025641025641
Distrion,1,4759.0,0.0902734170592
島崎信長,1,2837.66666667,0.030303030303
Oasis,4,3075.61538462,-0.0333493355926
M.Graveyard,1,4361.5,0.0379937770563
鈴木常吉,1,2664.0,0.00907139023083
Really Slow Motion,1,2629.5,0.0571428571429
横山菁児,1,4914.71428571,-0.012420119563
小倉唯,2,1675.0,0.0384615384616
吴婉芳,1,2653.0,0.2
Why,1,3256.28571429,0.0506715506715
王上,1,5817.625,0.05625
lil happy lil sad,1,2302.0,0.5
Vexare,1,1889.5,-0.166666666666
Tank,2,3081.75,-0.0204679697966
Verdial,1,2109.0,0.0
Leonard Cohen,5,2574.0,0.0430061671133
VIXX LR,1,1932.0,0.142857142857
R. City,1,4831.5,0.0542929292931
うさころにー,1,2993.0,0.0
Belle & Sebastian,1,5300.5,0.0784259259259
Vief,1,5032.0,-0.25
SpeXial,1,1741.5,0.25
Sensitive,1,16356.2,0.0760606060606
周柏豪,14,3433.75555556,0.0404390582126
黑撒,1,7069.16666667,0.0158441089398
Nick Kroll,1,2315.5,-0.0369047619049
Itro,2,2836.33333333,-0.015873015873
BoA,1,2228.5,0.125
Dimash Kudaibergen,1,3943.0,0.0306267806267
スピッツ,1,1572.0,0.0
小义学长,3,2568.28571429,0.0361933361934
罗志祥,8,3849.91891892,0.0465875854159
Emma Watson,1,2405.0,-0.0175848117025
蒼井翔太,1,1755.0,0.0
Swimy,1,2507.0,-0.111111111111
Tom Odell,1,3378.83333333,0.168571216365
林志炫,9,3727.04545455,0.0735619527406
灼眼的海豹,1,3231.0,0.0416666666667
The Veronicas,2,3610.5,0.458333333334
riya,1,3398.16666667,0.0222222222222
BeaTsGOy,1,5527.85714286,0.0496031746031
Andrew Belle,1,1490.0,0.181818181818
百石元,1,2835.0,-0.125
Razikm,1,1711.0,0.0571428571429
Lea Rue,2,3688.5,-0.0412087912087
阿桑,2,20128.0454545,0.075831411528
郝蕾,1,1781.0,0.0142857142857
六三四,2,5949.77777778,0.0120126786794
Bear Grillz,1,3067.0,0.0555555555555
GLADES,1,1897.0,-0.0882352941176
Declan Galbraith,2,2126.66666667,0.0190796857463
Selena Gomez,8,4429.8974359,0.0364129924473
李小龙,1,5537.0,0.0160970166785
The White Birch,1,2096.16666667,0.020202020202
BAAD,1,8303.6,0.0193566385305
阿保剛,2,3333.83333333,0.00190918472653
EXO-CBX,1,1489.0,0.0555555555556
Lemâitre,1,5851.0,0.0
Seven Lions,1,2494.0,0.222222222222
Nicole C. Mullen,1,2391.0,0.0769230769231
Ziu,1,1951.0,0.0
ゴンチチ,4,3951.11111111,0.0861865781405
Marc Sean,1,3525.66666667,0.0416666666667
Jax,1,7890.33333333,0.049654479887
Tim McGraw,1,2037.0,-0.142857142857
Kris Kristofferson,1,2594.57142857,-0.0369897959184
朴树,12,7118.33962264,0.0715768624915
Sam Levine,1,8110.57142857,0.0762987012987
千坂,2,4929.57142857,0.106159771601
Dania Gio,2,1794.0,-0.1
尹美莱,4,3636.33333333,0.120771665309
Rihanna,25,6231.2,0.016954425007
李秋雯,1,2095.0,0.0
Jam,9,8924.50943396,0.0821868251742
3ASiC,1,2693.5,0.0
布衣乐队,4,4132.57142857,0.0111974948709
Andy Mei,1,3723.5,0.104532967033
Frances,3,4272.21428571,0.0795148930017
The Offspring,2,3906.16666667,-0.0555555555555
金南玲,1,14188.6,0.057496092496
Silento,1,2992.25,0.0347465034965
Damien Rice,5,2936.47368421,0.0718783576124
赫伯特.冯.卡拉扬,4,2724.375,0.0531977289789
泛音堂,1,1704.0,0.0
盛小云,1,1831.0,0.111111111111
李寿全,1,3698.0,0.5
Electro-Light,1,2186.5,0.0
れをる,10,6121.36842105,0.0134394855209
刘东明,2,1814.66666667,-0.0960353156756
Rain,3,2915.83333333,0.069965887269
Jan A.P. Kaczmarek,2,2107.5,-0.0895833333332
RE,1,2762.4,0.0746687992868
卡修Rui,2,2239.8,0.0936507936508
Zella Day,4,8151.21875,0.062046300871
中島ノブユキ,1,3596.0,0.0007332007332
Kutless,1,6944.0,-0.0588235294118
梦璟SAYA,1,2570.0,0.142857142857
Jack Jezzro,2,2178.4,-0.107407407407
ZingWay,1,4446.0,0.235294117647
Bob Dylan,5,4048.16666667,0.00696350762529
小沈阳,3,3664.8125,0.121705657148
advantage Lucy,1,2897.28571429,0.149350649351
呦猫UNEKO,2,9660.78571429,0.049284160338
Mark Ronson,1,12578.6,-0.0499591149591
C-block,1,3511.5,-0.01875
James Bay,3,2198.83333333,0.123241743113
Abdusalam Akbar,1,1494.0,0.0
Ry Cuming,1,2040.0,0.0
Schnappi,1,1988.0,-0.269230769231
胡夏,5,5761.2,0.0827955412035
万岁爺,4,5031.08695652,0.029380093503
Max Morath,1,3372.0,0.0
Breno,1,1923.0,0.153846153846
Nico & Vinz,1,2346.0,0.0
WISE,1,1536.0,-0.5
Goi7,1,2161.5,0.0833333333333
Mediks,1,3637.0,0.461538461538
王博文,2,2858.57142857,0.0775866990153
Bobby,3,2525.5,-0.00676852387385
Win & Woo,1,2500.33333333,0.0344827586207
OH MY GIRL,3,2043.0,0.141287878788
Auryn,1,2946.0,0.177777777778
Demi Lovato,6,2534.6,-0.0287767379679
Andy Grammer,2,7186.6,0.0919532428357
萧风,1,6587.5,-0.00439988861039
Mando Diao,1,4648.0,-0.0333333333333
刘明湘,1,3752.66666667,0.0430555555556
The Rescues,1,3982.0,0.0475446428572
戴娆,2,5043.44444444,0.0789049919484
Jackal,1,3074.83333333,-0.00662393162393
Stripe.P,1,2766.5,0.1875
Mili,5,2750.66666667,-0.0183139285151
杨洋,2,6240.2,0.0498861283644
兄贵,2,5048.25,0.0656237514076
TYMA,1,3506.25,-0.01875
桑葚上的猴子,1,7407.33333333,0.0654320987654
CHiCO with HoneyWorks,3,3140.06666667,0.0318995859213
ef,2,8167.0,0.0186513629843
ウルトラタワー,1,2981.2,-0.0433333333334
Sheppard,1,2017.0,0.0
Silent Siren,1,3913.0,0.211038961039
Black Lab,1,2577.33333333,-0.0077380952381
Harry J,1,2538.5,0.030303030303
Ringtone Mania,1,1512.0,0.0
张在仁,1,4359.25,0.067261904762
Vangelis,2,3435.33333333,0.00719280719283
Code Kunst,1,2349.0,-0.0263157894737
Koyö,1,3252.0,0.2
辛晓琪,3,3142.375,0.113051849066
Zara Larsson,2,2664.0,0.0699855699856
EVO+,1,3438.5,0.116452991453
陈慧娴,9,4322.33333333,0.0509679436257
久保ユリカ,2,1568.0,0.118686868687
高橋洋樹,2,6005.85714286,-0.0285714285714
陈明,2,2509.0,0.0606481481482
徐大乐,1,7554.41666667,0.0394865470447
In3(阴三儿),1,2638.0,0.111111111111
ゆいこんぬ,1,1660.0,0.25
陈伟霆,2,2329.75,0.0572916666668
市来光弘,1,1807.5,0.109966777408
Ruth B,1,2381.0,-0.1
莫艳琳,1,4078.71428571,0.0791361999345
刘佳,3,2640.0,0.0375394720222
Diverse System,1,4431.5,0.0393696581198
川嶋あい,4,5491.66666667,0.0313737849452
音阙诗听,1,3950.375,0.0986111111111
Julia Sheer,2,3273.625,0.00997023809524
麦振鸿,12,5475.27692308,0.0206181912054
黒兎ウル,1,2303.5,0.25
ENE,1,7646.83333333,0.0406954887218
Yelawolf,1,2102.0,0.0697674418605
孙燕姿,29,6382.640625,0.0743297238317
Arte Refact,1,4167.125,-0.0159816809206
Vicktor,1,2808.0,0.0909090909091
水谷広実,1,1973.0,0.25
Elle King,1,2188.0,0.166666666666
杨亚茹Triste,1,2921.4,0.0996240601504
志倉千代丸,1,1957.0,0.0
Shakin' Stevens,1,2222.0,0.0714285714285
Tayler Buono,1,1791.33333333,0.224958949097
椎名林檎,2,2865.0,-0.0615079365078
黄沾,2,5250.25,0.0136904761905
翟小树,1,1504.0,0.0
Czeslaw Spiewa,1,2979.0,0.116161616162
Backwhen,1,2158.0,0.333333333333
Dope Arcade,1,1831.0,-0.166666666667
周深,4,12938.9285714,0.082716319502
刘昊霖,9,8064.63265306,0.0228985181194
贴膜boys,1,3337.0,0.0
Albert Kick,1,1719.0,0.2
Moses Gunn Collective,1,1875.0,0.0
周传雄,11,5436.1,0.0210164133213
Billie Eilish,2,4857.08333333,-0.0775742775742
李佳思,1,2756.0,-0.0651993355482
James Horner,4,3524.7,0.0901515151515
漆柚,3,4722.86666667,-0.0198076796116
DJ Maxwell,1,8035.11111111,0.0767861767862
Schnuffel,2,6023.83333333,-0.0117063492063
刘若英,13,4628.30232558,0.0647264529685
陈妍希,1,2800.0,0.0
This Will Destroy You,1,1968.0,0.357142857143
鹿先森乐队,7,17394.6666667,0.113449662109
flatsound,1,1773.5,0.1
玛丽娜,1,4167.0,0.238461538462
Yonder Voice,1,2827.0,0.06
李慧珍,1,1922.0,0.0833333333333
麦吾兰江,1,1736.0,0.0
李玲玉,4,4682.88888889,0.0903229823173
茉茉天空,1,2172.0,0.0939224174518
Tearliner,1,3113.5,0.208333333334
风子,2,3358.2,0.118526315789
Jessica Wolff,1,2245.0,0.166666666667
Hugh Grant,1,8033.2,0.0863947648025
Sam Feldt,3,2779.0,-0.065238095238
黄凯芹,2,3713.0,-0.00801282051282
吴业坤,1,3337.5,-0.0855263157894
张赫宣,1,11312.3076923,0.0759952003224
陈奕迅,92,6286.75362319,0.0531067361586
back number,1,5880.75,0.0895833333334
John Denver,1,4330.5,-0.0541666666667
Hozier,1,6819.46153846,0.148926503604
Elliot Hsu,1,2447.0,0.0
周游格,1,2428.0,0.0
Robin Schulz,1,2554.5,0.0
徐秉龙,1,2802.0,1.0
The Rolling Stones,1,2005.0,0.125
桃箱,1,2294.5,0.0625
a_hisa,3,7241.625,0.0846799597473
Victoria Acosta,1,2167.0,0.0
满文军,1,4942.14285714,0.035495985496
Elton John,2,3958.3,0.00409665831765
Angela Ammons,1,2745.5,0.097697368421
金培达,2,1831.5,-0.0705128205125
青木カレン,1,2345.0,0.047619047619
山野,2,3687.625,-0.0121753246753
Brika,1,4077.25,0.0979166666668
Joe Strummer & The Mescaleros,1,2289.5,0.0476190476192
Deep Side,2,42028.4444444,0.0686566317049
李国祥,1,1869.0,-0.0119047619048
李殊,1,2942.33333333,0.199663689137
1n,1,2454.33333333,-0.062678062678
田震,4,3338.77777778,-0.037037037037
羽·泉,2,4948.75,0.116666666667
RIKKI,1,1504.0,0.0425531914894
Ty.,1,1872.0,0.0
CLC,1,2164.0,0.0518518518518
Emblem3,1,2335.33333333,0.0666666666667
应嘉俐,1,6961.55555556,0.173494201272
AndyM,1,2983.33333333,0.138888888889
Jain,2,7501.66666667,0.038888888889
韩雪,2,3002.57142857,0.0321428571429
μ's,4,2480.22222222,0.0443237436022
Salt-N-Pepa,1,2862.5,-0.0293244949495
Paris Blohm,1,1850.0,0.0666666666667
PDD,1,19962.2666667,0.0113560513561
吴欣睿,1,3636.5,0.113157894737
大塚 愛,2,2490.14285714,0.0368179439608
前冲,1,4178.0,0.0
Jay Ollero,1,3370.0,0.125
DJ Antoine,5,3521.33333333,0.104683462532
karuta,1,5141.875,0.0245958032336
Lexxmatiq,1,2460.0,0.0
林一杰,1,2436.0,0.0918767507001
赵已然,1,4200.0,-0.0814213564214
SRNO,2,2575.0,-0.1875
David Davidson,5,2412.7,0.0881991341991
Guitarra Azul,2,1931.66666667,0.11
Andy Williams,2,2180.5,0.210144927536
DiESi,2,3761.66666667,-0.184576023392
Pvris,1,5884.33333333,-0.118421052632
Iselin Solheim,1,1777.0,0.333333333333
ニャース,1,2718.0,0.6
Oohyo,2,4775.375,0.179490133522
何炅,1,3495.33333333,0.0108932461875
Clean Bandit,3,10226.9,0.0643128501401
StudioEIM,1,1979.0,0.0267676767677
Otros Aires,1,2688.5,0.0729166666668
讲者,1,3505.5,0.196428571429
はちみつれもん,3,3723.33333333,0.071717171717
The Ting Tings,2,2701.66666667,0.030303030303
杨钰莹,3,1990.0,0.04301994302
Hardwell,7,3189.77777778,0.107159519564
O-Zone,2,9363.125,-0.124878990058
Coeur de Pirate,1,3283.0,0.0
French Accordion,1,3217.33333333,0.0333333333333
Alice Russell,1,3503.0,0.230769230769
梁凡,1,4725.2,0.134126539754
Neru,1,3046.75,-0.0126488095237
acane_madder,1,7828.33333333,0.0204013822435
Luce Twinkle Wink☆,1,2172.0,0.0
Britney Spears,16,3380.45,0.0443302561635
双笙,29,6991.41666667,0.0514644222796
Mat Kearney,1,2785.0,0.0
Elitsa Alexandrova,1,1908.0,0.116666666667
小魂,19,3944.35087719,0.0383257916779
郑少秋,1,2584.0,0.131868131868
Macy Gray,1,2940.5,0.142857142857
侯旭,1,3747.5,0.164204391434
曹方,4,4161.85714286,0.095145249303
耳光乐队,1,1670.0,0.272727272727
大黒摩季,2,3893.3,0.0729826423576
Starix​,5,2403.16666667,0.0811439518336
小旭音乐,1,3566.625,0.0914502164502
Alex Fox,2,3476.8,0.0338345864661
Angelika Vee,1,6890.5,-0.0710784313727
Feraz,1,4779.0,0.0
Limes,1,1893.0,0.0
Befour,2,6056.875,-0.110714285714
吴赫,1,2463.0,0.078431372549
笹川美和,1,2452.5,0.0
竹達彩奈,1,1621.0,0.142857142857
January,2,6783.85714286,0.0232426303855
阿杰,1,1515.0,0.333333333333
Jack Rabbit Slim,1,1843.0,0.0
Samantha Jade,1,11944.6666667,0.14377842755
押尾コータロー,5,3107.0,0.0773282373297
間島淳司,1,2050.0,0.142857142857
Ty Dolla $ign,1,1796.0,-0.5
海鲜面,1,3367.75,0.0467205050625
Shinobi,1,2634.0,-0.0416666666667
Lissat & Voltaxx,1,2006.0,0.166666666667
Isyana Sarasvati,1,8081.8,0.0444444444444
TG4,1,5433.8,0.047787878788
Saje,1,2209.5,-0.0714285714285
Maksim,1,6053.57142857,0.0376283846872
Soundroll,1,4066.5,-0.0981481481481
Dido,2,5518.61538462,0.0592370966865
Piano Squall,1,1618.5,0.0454545454546
Rita黄汐源,2,4331.5,0.110978835979
老乾媽,1,2241.33333333,0.111111111111
Natalie La Rose,1,1579.0,0.0
LMNT,1,2216.0,0.0
Approaching Nirvana,3,10381.0454545,0.07148454505
海绵宝宝,1,2983.16666667,0.0151515151515
Yunomi,2,3154.66666667,0.0625258799173
罗忆诗,1,4292.0,-0.0540540540541
达达,1,6207.0,0.0218421052632
Andrei Machado,1,2135.0,0.0249999999998
Clément Bcx,2,6752.0,0.155774127833
Keane,1,2108.5,0.0555555555555
郑钧,7,4864.94117647,0.0864615465286
戸越まごめ,1,2332.0,0.125
Marz Léon,1,2380.0,0.2
周慧敏,2,6611.2,0.155656565657
付娜,1,1513.0,0.0
Vanilla Acoustic,1,3248.0,0.0539515701788
郁可唯,3,5038.19230769,0.065839882164
李幸倪,1,2476.0,0.0775252525252
なゆごろう,1,6816.66666667,-0.0687728937729
Andy McKee,1,2326.5,0.133333333333
李贞贤,4,3114.0,-0.0153251766154
玥霖(佳妮),3,2957.0,0.08984375
米津玄師,1,6927.25,0.0476190476191
StarGate,1,2331.0,0.0277777777778
任贤齐,3,2613.5,0.0169632925473
Chen,1,3569.76923077,0.113036130536
家の里でマンボウが死んでるP,1,1839.0,0.0
Ballycastle,1,3251.0,0.0348837209302
The Rembrandts,1,3241.0,0.0399782135076
PIKO太郎,2,7083.0,0.01875
Adam Lambert,7,6710.3,0.0341092323429
Tone Damli Aaberge,2,2634.4,0.139499389499
183Club,2,2916.33333333,0.0266674683341
Edeema,2,3076.85714286,0.0642857142857
彼得.伊里奇.柴可夫斯基,1,1701.0,0.0
Nicki Minaj,9,3481.625,0.033623583359
中国人民解放军总政歌剧团,1,2212.0,0.0
のぶなが,1,8999.66666667,0.0295634920635
Ames,1,2531.0,0.0
Carly Rae Jepsen,8,8656.08163265,0.0661341320543
akiko,2,2440.25,0.0595238095239
Eddy Wata,1,2633.5,0.0
Kelly Clarkson,6,6825.75,0.0595154278409
MOCCA,3,7178.77777778,0.0254753335213
派伟俊,1,5496.0,0.113546795736
Hooverphonic,1,1713.0,-0.125
Wet,1,3350.33333333,0.065873015873
松澤由美,1,2115.66666667,0.0553378126166
Nu.D,1,4900.75,0.26681547619
佐橋俊彦,3,5247.14285714,0.0616697874007
Sabrina Carpenter,2,2189.5,0.2
吉佑社,1,2586.0,0.0384615384616
Jami Soul,1,4415.71428571,0.183333333333
Joel Adams,1,22841.75,-0.0208333333333
ハシグチカナデリヤ,1,2774.5,0.0
Hello Nico,1,2635.5,0.277777777778
Jamillions,1,4986.25,0.183333333333
花僮,1,3350.0,0.135416666667
唐汉霄,1,6556.33333333,0.0650928998086
himmel,2,4330.125,0.0454861111111
Kansas,1,1501.0,-0.142857142857
Berlin,1,1877.0,0.0
鸾凤鸣原创音乐团队,1,2717.0,0.0
Neville Marriner,1,2057.5,0.120209059233
谢霆锋,6,3693.33333333,0.0979036816368
Lullatone,2,2246.5,0.125
棒棒堂,2,2304.0,0.118253968254
Sox,1,3375.0,0.0606060606061
Backstreet Boys,5,5900.45,0.0209405427411
魏琮霏,1,4585.0,-0.0847619047618
Take That,1,2812.8,0.0735171261486
Mike L,1,2499.0,0.428571428571
丽江小倩,2,3221.75,0.0507575757577
云菲菲,1,1731.0,0.333333333333
吴莫愁,1,1768.0,0.1
Selwyn,1,5304.14285714,-0.00294784580496
Young London,1,2653.5,-0.114035087719
Bethel Music,1,9042.36363636,0.0159917355372
黒木渚,1,1852.5,0.0825
Ashily,1,2414.0,-0.0285714285715
潘新明,1,2026.0,0.666666666667
葱头,1,3059.0,0.302197802198
Rhian Sheehan,1,4255.0,0.0834595959596
乌达木,1,2031.2,0.121428571429
葉月ゆら,3,4516.9,0.0466666666666
ササノマリイ,2,2668.33333333,0.0853174603174
Mandelbarth,1,7836.16666667,0.0134920634921
Corinne Bailey Rae,1,2965.5,0.258823529412
山崎まさよし,1,5856.27272727,0.096674192368
陈每文,1,2132.0,0.205882352941
Yuma X,1,3602.0,0.047619047619
Lukas Graham,2,11123.6111111,0.0703210445186
Louie,1,3210.0,0.037037037037
Of Monsters And Men,2,2725.0,0.0
孟萌,1,2903.25,0.243522408964
mizuki,4,14487.9411765,0.0341889052752
Young Rising Sons,2,17210.6428571,0.151323478109
Krystal,2,1844.0,0.13
J-Hype,1,3033.0,0.125
Wolfgang Amadeus Mozart,2,3551.375,0.0214899227234
D!avolo,2,2258.66666667,0.168582375479
梁静茹,11,4450.7826087,0.0291670570704
吉森信,7,2987.04347826,0.00805911385625
Elvis Presley,2,2073.33333333,-0.0166666666667
誓言,1,5312.0,0.00375
陈其钢,1,1922.33333333,0.0598639455782
Marco Beltrami,2,2875.5,0.0323222469962
AronChupa,1,4310.0,0.119047619048
MONGOL800,2,3124.66666667,-0.0287582114175
Abel Korzeniowski,3,1911.25,0.0838815789472
